市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯,計,緯度,経度
世田谷区野沢３丁目,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,3,1,1,0,0,1,18,35.630562,139.6751861
世田谷区野沢４丁目,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,5,1,0,0,0,0,0,0,2,1,1,0,0,0,0,12,35.6327094,139.6662552
世田谷区上馬１丁目,28,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,13,0,0,0,0,0,0,2,4,6,4,0,0,0,2,40,35.6383248,139.6688067
世田谷区上馬２丁目,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,1,6,3,1,0,0,2,17,35.6379334,139.6649795
世田谷区上馬３丁目,18,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,11,0,0,0,0,0,0,1,3,1,0,0,0,0,1,31,35.6339784,139.6637038
世田谷区上馬４丁目,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,12,0,0,0,0,0,0,1,5,4,1,1,0,0,2,22,35.6363945,139.6611525
世田谷区上馬５丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,5,0,0,0,0,0,0,0,2,2,2,0,0,0,0,10,35.6405918,139.6573257
世田谷区駒沢１丁目,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,0,1,7,6,3,1,0,0,2,20,35.630462,139.659239
世田谷区駒沢２丁目,14,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,3,1,0,0,4,24,35.6348555,139.6573257
世田谷区駒沢３丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,2,7,35.6321692,139.6534992
世田谷区駒沢４丁目,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,2,3,3,2,0,0,0,1,23,35.6284101,139.6541369
世田谷区駒沢５丁目,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,35.6233819,139.6573257
世田谷区東玉川１丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,35.5971544,139.677738
世田谷区東玉川２丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,4,35.5967646,139.6739102
世田谷区奥沢１丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,6,3,0,0,0,3,11,35.60091600000001,139.6771
世田谷区奥沢２丁目,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,3,1,0,0,0,2,11,35.6064605,139.6751861
世田谷区奥沢３丁目,11,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,2,5,4,1,0,0,0,19,35.6013563,139.6739102
世田谷区奥沢４丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,35.6021141,139.6700826
世田谷区奥沢５丁目,18,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,13,0,0,9,1,0,0,0,0,0,1,2,3,1,0,0,0,2,24,35.6047273,139.6694446
世田谷区奥沢６丁目,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,3,2,0,0,0,1,14,35.60414170000001,139.6637038
世田谷区奥沢７丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,7,35.607707,139.6611525
世田谷区奥沢８丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,35.604386,139.6586012
世田谷区玉川田園調布１丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,35.6001856,139.6624281
世田谷区玉川田園調布２丁目,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,35.60172379999999,139.6662552
世田谷区玉堤１丁目,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,3,1,0,2,0,0,1,3,1,2,0,0,0,0,2,16,35.5975486,139.651586
世田谷区玉堤２丁目,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35.5986228,139.6471222
世田谷区等々力１丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,5,35.6025786,139.6483975
世田谷区等々力２丁目,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,2,2,3,2,0,0,0,1,20,35.6065343,139.6496729
世田谷区等々力３丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,2,2,0,1,0,0,1,11,35.6102942,139.6490352
世田谷区等々力４丁目,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,35.6098552,139.6522237
世田谷区等々力５丁目,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,9,35.6087813,139.6566879
世田谷区等々力６丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,35.6117848,139.6598768
世田谷区等々力７丁目,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,35.6148365,139.6560501
世田谷区等々力８丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,2,1,0,1,0,0,6,35.6150799,139.6509483
世田谷区尾山台１丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,35.5987695,139.6560501
世田谷区尾山台２丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,4,35.6011871,139.6534992
世田谷区尾山台３丁目,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,12,35.6051429,139.6547746
世田谷区上野毛１丁目,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,2,2,1,1,0,0,0,0,14,35.6116105,139.6394707
世田谷区上野毛２丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,3,6,35.6077765,139.6356453
世田谷区上野毛３丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,35.6123661,139.6356453
世田谷区上野毛４丁目,9,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,4,3,0,0,0,1,17,35.6179815,139.6381955
世田谷区野毛１丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35.603335,139.6445716
世田谷区野毛２丁目,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,35.6017962,139.6407459
世田谷区野毛３丁目,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35.6059947,139.6369204
世田谷区中町１丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,35.6074122,139.6432963
世田谷区中町２丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,1,0,0,0,0,0,5,0,1,1,0,0,0,0,11,35.6113676,139.6445716
世田谷区中町３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,35.6148099,139.6445716
世田谷区中町４丁目,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,35.6177391,139.6432963
世田谷区中町５丁目,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1,21,35.62066799999999,139.6420211
世田谷区上用賀１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,3,2,0,0,0,1,7,35.6330159,139.6356453
世田谷区上用賀２丁目,11,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,7,1,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,1,21,35.6377247,139.6330952
世田谷区上用賀３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,3,35.6321101,139.6305452
世田谷区上用賀４丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,35.6361849,139.6292703
世田谷区上用賀５丁目,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,9,35.6299366,139.6279953
世田谷区上用賀６丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,2,6,35.635792,139.6254456
世田谷区玉川１丁目,33,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,22,0,0,11,1,0,0,0,0,0,5,5,8,4,1,1,0,2,45,35.6091664,139.6305452
世田谷区玉川２丁目,55,0,0,0,2,0,0,2,0,0,2,0,0,0,1,1,0,0,0,47,0,0,19,0,0,0,0,0,0,19,9,4,1,0,0,0,3,67,35.6127293,139.6279953
世田谷区玉川３丁目,70,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,12,1,0,0,0,0,0,39,4,11,2,1,0,0,8,82,35.6146315,139.6241707
世田谷区玉川４丁目,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,4,0,0,0,0,0,0,0,3,3,2,0,0,0,1,13,35.618707,139.6228959
世田谷区玉川台１丁目,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,9,35.6233257,139.6343703
世田谷区玉川台２丁目,7,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,35.62471439999999,139.6292703
世田谷区瀬田１丁目,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,35.6147818,139.6330952
世田谷区瀬田２丁目,10,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,4,20,35.6188577,139.6318202
世田谷区瀬田３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,1,2,2,0,0,0,0,6,35.6210313,139.6343703
世田谷区瀬田４丁目,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,5,2,1,0,0,2,15,35.6202466,139.6267204
世田谷区瀬田５丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,35.6243219,139.6254456
世田谷区用賀１丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,6,35.6230837,139.6394707
世田谷区用賀２丁目,27,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,13,0,0,0,1,0,0,2,5,2,0,0,0,0,2,43,35.6268424,139.6388331
世田谷区用賀３丁目,9,0,0,0,3,0,1,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,25,35.6300878,139.6369204
世田谷区用賀４丁目,34,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,27,0,0,17,1,0,0,0,0,0,4,5,4,0,1,1,0,2,44,35.6280351,139.6318202
世田谷区深沢１丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,1,0,0,0,0,0,2,3,2,0,0,0,0,2,11,35.6177182,139.6617903
世田谷区深沢２丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,35.6214782,139.6611525
世田谷区深沢３丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,2,9,35.6170098,139.6586012
世田谷区深沢４丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,3,1,0,0,0,2,13,35.6202568,139.6566879
世田谷区深沢５丁目,16,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,9,0,1,6,1,0,0,0,0,0,0,1,5,1,1,0,0,3,22,35.6191567,139.6496729
世田谷区深沢６丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,2,3,1,1,0,0,1,9,35.6236249,139.6522237
世田谷区深沢７丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,8,0,0,0,0,0,0,0,3,2,0,1,0,0,1,14,35.6230374,139.6464845
世田谷区深沢８丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,35.625136,139.6445716
世田谷区新町１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,2,7,35.6271882,139.6496729
世田谷区新町２丁目,14,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,8,0,0,5,0,0,0,0,0,0,2,1,3,1,0,0,0,2,24,35.630117,139.6483975
世田谷区新町３丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,4,35.63355870000001,139.6483975
世田谷区桜新町１丁目,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,5,6,2,0,0,0,4,18,35.6292119,139.6432963
世田谷区桜新町２丁目,54,0,0,0,5,0,4,1,0,0,2,0,0,2,0,0,0,0,0,43,0,0,31,2,0,0,0,0,0,6,4,4,1,1,0,0,2,78,35.6321404,139.6420211
世田谷区八幡山１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,1,0,0,0,1,0,0,1,2,0,0,0,0,2,9,35.6617736,139.6216211
世田谷区八幡山２丁目,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,15,1,0,0,0,0,0,0,2,3,0,2,0,0,1,21,35.660866,139.6165222
世田谷区八幡山３丁目,28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,13,0,0,0,0,0,0,5,4,5,0,0,0,0,5,32,35.6657684,139.6158849
世田谷区成城１丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,3,2,1,0,0,0,0,1,13,35.6345783,139.6025025
世田谷区成城２丁目,13,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9,0,0,5,0,1,0,0,0,0,1,2,2,1,0,0,0,1,19,35.6389679,139.600591
世田谷区成城３丁目,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35.6360835,139.5948569
世田谷区成城４丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,5,35.6440312,139.5903973
世田谷区成城５丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,4,2,1,0,0,1,7,35.6418163,139.5948569
世田谷区成城６丁目,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,2,7,4,0,0,0,0,4,23,35.6435543,139.600591
世田谷区成城７丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,35.6481405,139.600591
世田谷区成城８丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,1,7,35.6475488,139.5948569
世田谷区成城９丁目,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35.650869,139.5974053
世田谷区上祖師谷１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,4,3,0,0,0,1,7,35.6645064,139.5999539
世田谷区上祖師谷２丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,4,35.6599211,139.5999539
世田谷区上祖師谷３丁目,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,9,35.6547029,139.6012282
世田谷区上祖師谷４丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35.6549409,139.5961311
世田谷区上祖師谷５丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,35.6568388,139.5923085
世田谷区上祖師谷６丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,35.6595263,139.5961311
世田谷区上祖師谷７丁目,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,35.6597638,139.5910344
世田谷区祖師谷１丁目,32,0,0,0,5,0,4,0,1,0,1,0,0,0,1,0,0,0,0,21,0,1,9,0,0,0,0,0,0,7,4,5,0,0,0,0,5,54,35.6453695,139.6107865
世田谷区祖師谷２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,35.6479793,139.6101492
世田谷区祖師谷３丁目,27,1,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,0,0,0,0,2,4,4,5,3,0,0,0,2,48,35.6447785,139.6050513
世田谷区祖師谷４丁目,9,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,4,17,35.6482183,139.6050513
世田谷区祖師谷５丁目,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,2,1,1,0,0,0,0,11,35.6516579,139.6050513
世田谷区祖師谷６丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,35.6550973,139.6050513
世田谷区千歳台１丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,1,0,0,0,0,0,0,3,2,0,0,0,1,11,35.6465934,139.6152476
世田谷区千歳台２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,9,35.650786,139.6114238
世田谷区千歳台３丁目,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,0,0,5,0,0,0,0,0,0,3,1,2,1,0,0,0,1,14,35.65232659999999,139.6152476
世田谷区千歳台４丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,5,0,0,0,0,0,0,0,2,1,1,0,0,0,0,15,35.6563994,139.6139729
世田谷区千歳台５丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,1,4,35.6565188,139.6114238
世田谷区千歳台６丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,1,5,35.657271,139.6076002
世田谷区粕谷１丁目,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,35.6611047,139.6114238
世田谷区粕谷２丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,2,1,0,0,0,1,6,35.664544,139.6114238
世田谷区粕谷３丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,35.6608294,139.6050513
世田谷区粕谷４丁目,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,4,2,0,0,0,2,12,35.66375490000001,139.6037769
世田谷区船橋１丁目,51,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,0,30,0,1,0,0,0,0,4,6,8,4,1,0,0,3,64,35.6494773,139.6209837
世田谷区船橋２丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.6510603,139.6177969
世田谷区船橋３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35.6524809,139.6241707
世田谷区船橋４丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,35.6550137,139.6190716
世田谷区船橋５丁目,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,1,0,0,0,0,0,0,0,4,1,0,0,0,3,16,35.6558011,139.6267204
世田谷区船橋６丁目,12,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,4,0,0,0,0,0,0,0,2,4,2,0,0,0,2,18,35.6577007,139.6228959
世田谷区船橋７丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,4,2,1,1,0,0,0,13,35.65794,139.6177969
世田谷区南烏山１丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,1,0,4,2,0,0,0,2,15,35.6679832,139.6114238
世田谷区南烏山２丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,2,5,4,0,0,0,1,11,35.6682212,139.6063258
世田谷区南烏山３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,35.67166,139.6063258
世田谷区南烏山４丁目,33,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,18,0,0,1,0,0,0,3,5,2,1,0,0,0,1,59,35.6701189,139.6025025
世田谷区南烏山５丁目,43,0,0,0,2,0,1,1,0,0,2,0,0,0,1,1,0,0,0,31,0,0,20,2,0,0,0,0,0,1,8,8,1,3,0,0,4,55,35.6666801,139.6025025
世田谷区南烏山６丁目,72,0,0,0,8,0,5,2,1,0,2,0,0,0,1,1,0,0,0,51,0,1,42,0,0,0,0,0,1,2,5,11,4,0,0,0,7,108,35.6692101,139.5974053
世田谷区北烏山１丁目,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,9,35.675415,139.6056885
世田谷区北烏山２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,35.6805529,139.5999539
